StudentID,PositionTitle,HiringStatus,CompanyName,CompanyLevel,FinalEvaluation,GradutationDate
632,Software Engineer,Hired,"Howard, Evans and Jones",national,70,2024-06-18
633,Software Engineer,Hired,"Bradshaw, Tyler and Ewing",multinational,90,2024-09-05
634,Data Analyst,Hired,Douglas Inc,multinational,70,2024-12-05
635,Software Engineer,Hired,"Williams, Castillo and Houston",startup,70,2024-04-26
636,Network Admin,Hired,"Bowers, Collins and Watson",startup,80,2024-01-17
637,Data Analyst,Hired,Chan-George,national,80,2023-10-07
638,Network Admin,Hired,Williams PLC,startup,80,2025-01-03
639,Network Admin,Hired,Lewis LLC,national,90,2024-08-29
640,UX Designer,Not Hired,No Company,None,90,2025-01-18
641,Software Engineer,Hired,"Ortiz, Fisher and Dickerson",multinational,90,2024-09-05
642,UX Designer,Hired,Ward-Williams,startup,90,2024-10-22
643,Data Analyst,Hired,"Welch, Green and Anderson",national,80,2024-06-28
644,Software Engineer,Not Hired,No Company,None,70,2025-01-13
645,Network Admin,Hired,"Smith, Thompson and Anderson",startup,70,2025-06-11
646,Data Analyst,Not Hired,No Company,None,70,2023-12-26
647,UX Designer,Hired,Travis and Sons,national,70,2025-06-11
648,UX Designer,Hired,"Cummings, Oliver and Blankenship",national,90,2025-05-18
649,Software Engineer,Hired,Baker-Weaver,startup,90,2024-08-17
650,UX Designer,Hired,"Clark, Murphy and Zuniga",national,80,2024-07-22
651,Data Analyst,Hired,Lee-Harmon,startup,90,2025-01-28
652,UX Designer,Hired,"Gilbert, Lin and Garrison",startup,80,2023-07-30
653,Software Engineer,Hired,"Miller, Medina and Lowery",startup,80,2024-09-22
654,UX Designer,Hired,House-Holmes,multinational,80,2024-06-18
655,Network Admin,Hired,Smith Group,multinational,80,2024-01-06
656,Network Admin,Hired,"Hudson, Frazier and Barry",multinational,80,2024-06-19
657,UX Designer,Hired,Hicks-Morton,multinational,70,2023-08-27
658,Data Analyst,Hired,"Rice, Mcdowell and Perkins",multinational,90,2024-02-16
659,UX Designer,Hired,Hamilton Ltd,multinational,90,2024-05-23
660,Software Engineer,Hired,"Henderson, Charles and Lynch",multinational,90,2025-05-12
661,Network Admin,Hired,Roach-Johnson,multinational,80,2024-06-13
662,Data Analyst,Hired,"Turner, Salazar and Jones",multinational,90,2024-07-30
663,Software Engineer,Hired,Watts-Stevenson,national,70,2024-06-08
664,UX Designer,Hired,Gonzalez and Sons,startup,80,2024-08-08
665,Data Analyst,Hired,"Snow, Murphy and Smith",multinational,70,2025-02-17
666,Network Admin,Hired,"Keith, Arroyo and Allen",national,90,2025-01-02
667,Network Admin,Not Hired,No Company,None,80,2023-07-31
668,Software Engineer,Hired,Miller-Chandler,startup,80,2023-07-14
669,Software Engineer,Hired,Mays and Sons,national,80,2024-11-01
670,UX Designer,Hired,Velasquez Group,national,90,2025-06-15
671,Network Admin,Hired,Aguirre PLC,startup,80,2024-06-13
672,Network Admin,Hired,Shannon-Fields,national,80,2024-02-12
673,UX Designer,Not Hired,No Company,None,80,2024-03-29
674,Software Engineer,Hired,Leonard-Hill,multinational,70,2024-08-02
675,Software Engineer,Hired,"Day, Smith and Marshall",multinational,70,2025-02-22
676,Software Engineer,Hired,"Henderson, Garrett and Hurst",startup,90,2023-11-02
677,Data Analyst,Hired,"Burns, Oconnor and Carpenter",startup,80,2024-09-08
678,UX Designer,Hired,Johnson Ltd,national,70,2024-08-23
679,Network Admin,Hired,Mccullough Inc,multinational,80,2024-05-14
680,UX Designer,Hired,"Young, Brown and Brown",multinational,80,2024-04-15
681,Software Engineer,Hired,Brooks-Booth,multinational,80,2024-01-10
682,Network Admin,Hired,Hall-Tucker,startup,80,2024-01-30
683,Software Engineer,Hired,Johnson-Smith,startup,90,2023-12-03
684,Data Analyst,Hired,"Burke, Mitchell and Mills",national,70,2023-07-05
685,Network Admin,Hired,"Jacobson, Daniels and Skinner",multinational,90,2023-09-17
686,UX Designer,Not Hired,No Company,None,70,2025-01-10
687,Software Engineer,Hired,Mack LLC,multinational,90,2025-05-19
688,Data Analyst,Not Hired,No Company,None,90,2023-07-03
689,Data Analyst,Hired,Chan-Fernandez,startup,70,2024-07-03
690,Network Admin,Not Hired,No Company,None,70,2025-02-10
691,UX Designer,Hired,Perry Group,national,90,2023-12-01
692,Network Admin,Hired,Douglas LLC,multinational,80,2023-10-31
693,Software Engineer,Hired,"Myers, Riddle and Barton",national,80,2024-12-01
694,Software Engineer,Hired,Riggs-Sloan,national,80,2025-02-17
695,UX Designer,Hired,Nielsen-Young,startup,90,2024-11-10
696,Software Engineer,Hired,"Allen, Burns and Reyes",startup,70,2024-07-22
697,Data Analyst,Hired,"Riddle, Kennedy and Joseph",startup,90,2023-07-10
698,Software Engineer,Hired,Thompson Ltd,national,70,2023-07-19
699,UX Designer,Hired,"Fisher, Wolfe and Hunter",startup,90,2025-01-05
700,Software Engineer,Hired,"Thomas, Cummings and Reed",startup,80,2024-02-01
701,Network Admin,Hired,Freeman LLC,national,70,2024-10-08
702,UX Designer,Not Hired,No Company,None,80,2025-04-19
703,Data Analyst,Hired,Crawford-White,national,90,2024-12-24
704,UX Designer,Hired,Hill-Allen,national,90,2024-12-11
705,UX Designer,Hired,Perez-Ponce,multinational,90,2024-07-21
706,UX Designer,Hired,Harris LLC,startup,70,2023-08-26
707,UX Designer,Hired,Hunter Group,national,80,2025-04-04
708,UX Designer,Hired,"Vasquez, Cortez and Morrow",startup,90,2025-02-21
709,Network Admin,Hired,Miller Inc,startup,70,2024-07-06
710,Network Admin,Hired,Kelly-Johnson,multinational,80,2025-06-08
711,UX Designer,Hired,Barnett PLC,national,70,2024-12-07
712,UX Designer,Hired,Good PLC,national,70,2025-05-21
713,Network Admin,Hired,Hall-Solis,multinational,80,2024-01-09
714,Network Admin,Not Hired,No Company,None,90,2024-08-07
715,UX Designer,Hired,Rangel and Sons,startup,90,2024-02-24
716,Network Admin,Hired,"Salazar, Griffin and Leonard",multinational,70,2023-11-08
717,Software Engineer,Hired,Lopez Group,startup,80,2024-12-06
718,Software Engineer,Hired,"Hurley, Lee and Morrow",national,90,2025-05-10
719,Software Engineer,Hired,Camacho-Moore,multinational,70,2024-11-10
720,Software Engineer,Hired,Sandoval-Lopez,national,90,2023-08-14
721,Network Admin,Hired,Garcia and Sons,startup,90,2024-10-14
722,Data Analyst,Hired,"Bowen, Butler and Krueger",national,70,2024-01-06
723,Network Admin,Hired,Jennings PLC,multinational,80,2024-08-13
724,UX Designer,Hired,"Abbott, Fox and Charles",startup,90,2025-01-04
725,Data Analyst,Hired,Gray PLC,national,70,2024-02-02
726,Data Analyst,Hired,Robles Inc,startup,70,2023-12-13
727,UX Designer,Hired,Gibbs Ltd,multinational,70,2025-03-22
728,Software Engineer,Not Hired,No Company,None,80,2024-11-29
729,Network Admin,Hired,Livingston Group,national,90,2024-03-19
730,Network Admin,Hired,"Anderson, Skinner and Schmitt",multinational,70,2024-12-13
731,Software Engineer,Hired,"Wall, Matthews and Sanders",national,90,2023-11-29
732,UX Designer,Hired,"Holmes, Washington and Sims",multinational,80,2024-09-13
733,UX Designer,Hired,Williamson-Warren,multinational,80,2024-10-22
734,Software Engineer,Hired,Merritt Inc,startup,90,2025-02-23
735,Network Admin,Hired,Rodriguez-Crawford,national,80,2024-11-30
736,Software Engineer,Not Hired,No Company,None,90,2023-10-24
737,Network Admin,Hired,Miller-Meza,multinational,70,2024-04-06
738,Data Analyst,Hired,Norris Inc,national,90,2024-02-11
739,Data Analyst,Hired,Harper-Young,national,90,2024-07-03
740,UX Designer,Hired,"Atkinson, Powell and Newman",multinational,70,2025-03-03
741,Software Engineer,Hired,Atkins Group,startup,70,2025-02-13
742,Network Admin,Hired,"Jones, Baker and Hull",startup,90,2025-05-03
743,Network Admin,Hired,Morton LLC,multinational,70,2025-03-11
744,Software Engineer,Hired,Jackson PLC,national,80,2024-03-20
745,Software Engineer,Hired,Porter Ltd,national,80,2023-10-25
746,Data Analyst,Hired,"Heath, Burns and Jones",national,90,2024-07-13
747,UX Designer,Hired,Mcdaniel Group,national,80,2024-11-23
748,UX Designer,Hired,"Jones, Kidd and Butler",multinational,70,2025-06-02
749,Data Analyst,Hired,Moran and Sons,national,80,2025-03-03
750,Data Analyst,Hired,Callahan-Fitzgerald,startup,90,2024-05-06
751,Software Engineer,Hired,Keller-Hawkins,multinational,80,2024-07-25
752,Software Engineer,Hired,"Dean, Burns and Lee",startup,70,2024-05-08
753,UX Designer,Hired,"Thomas, Mills and Lin",startup,90,2024-01-19
754,Software Engineer,Hired,"Murphy, Yates and Olson",multinational,70,2023-11-15
755,Data Analyst,Not Hired,No Company,None,80,2024-11-15
756,Data Analyst,Hired,Rogers Inc,multinational,90,2024-03-20
757,UX Designer,Hired,Ramirez LLC,national,80,2025-01-15
758,UX Designer,Hired,Thomas PLC,startup,80,2024-02-04
759,UX Designer,Not Hired,No Company,None,80,2024-05-16
760,Data Analyst,Not Hired,No Company,None,70,2024-11-09
761,Network Admin,Hired,Martinez-Bryan,multinational,80,2023-09-12
762,Software Engineer,Hired,Ford Group,national,80,2023-06-27
763,UX Designer,Hired,Harris Group,national,80,2024-08-01
764,Network Admin,Hired,Rose Group,startup,80,2025-05-19
765,UX Designer,Hired,"Lopez, Fernandez and Sutton",national,70,2023-12-24
766,Data Analyst,Hired,"Byrd, Morgan and James",multinational,80,2024-09-03
767,Data Analyst,Not Hired,No Company,None,90,2024-06-05
768,Data Analyst,Hired,Carter-Bennett,multinational,80,2024-12-13
769,Network Admin,Hired,Rodriguez LLC,multinational,90,2023-08-05
770,UX Designer,Hired,Brooks-Scott,national,70,2025-04-12
771,Software Engineer,Hired,"Williams, Rogers and Davis",national,90,2024-03-13
772,UX Designer,Hired,Wright and Sons,national,90,2024-07-04
773,Software Engineer,Hired,Stephenson-Hanna,national,90,2023-08-29
774,UX Designer,Hired,Cardenas LLC,national,80,2024-09-17
775,UX Designer,Not Hired,No Company,None,90,2024-10-02
776,UX Designer,Not Hired,No Company,None,70,2025-02-10
777,Software Engineer,Not Hired,No Company,None,80,2024-02-17
778,UX Designer,Hired,"Atkinson, Branch and Jacobs",multinational,80,2025-04-12
779,UX Designer,Hired,"Jordan, Mullins and Garza",startup,90,2024-11-08
780,Network Admin,Hired,"Meyer, Ramos and Johnson",multinational,80,2023-08-02
781,Software Engineer,Hired,Cruz-Burch,national,90,2025-01-01
782,Network Admin,Hired,Hood Ltd,multinational,70,2024-06-05
783,Software Engineer,Hired,Quinn Inc,multinational,80,2024-02-05
784,UX Designer,Hired,"Schneider, Hernandez and Moore",multinational,90,2024-02-07
785,UX Designer,Not Hired,No Company,None,80,2024-08-08
786,Data Analyst,Hired,Meyer Ltd,multinational,70,2025-05-16
787,Network Admin,Hired,Gilbert-Smith,startup,70,2025-05-27
788,Data Analyst,Hired,Love-Gonzalez,startup,70,2024-02-23
789,UX Designer,Hired,"Collins, Lopez and Simmons",national,70,2023-10-10
790,Network Admin,Hired,Thomas-Scott,national,70,2024-08-18
791,Software Engineer,Hired,George-Powers,multinational,90,2024-04-06
792,Network Admin,Not Hired,No Company,None,80,2024-08-03
793,UX Designer,Hired,Diaz LLC,multinational,90,2023-12-29
794,Network Admin,Hired,Morris and Sons,startup,70,2023-07-10
795,Data Analyst,Hired,Matthews-Salinas,national,70,2023-12-22
796,Data Analyst,Hired,"Underwood, Christian and Barker",national,80,2024-11-17
797,Network Admin,Hired,Cortez PLC,startup,90,2024-10-18
798,Network Admin,Hired,Weaver Ltd,startup,80,2025-04-27
799,Data Analyst,Hired,Cruz Group,multinational,80,2024-06-01
800,Data Analyst,Hired,"Dean, Robinson and Hartman",multinational,70,2024-03-24
801,Data Analyst,Hired,"Jenkins, Williams and Lee",startup,70,2024-11-20
802,Software Engineer,Hired,"Coleman, Zimmerman and Henderson",startup,70,2024-05-12
803,Software Engineer,Hired,"Garner, Rivera and Lopez",multinational,70,2024-02-01
804,Network Admin,Hired,Sanders-Wise,multinational,90,2025-05-12
805,Network Admin,Not Hired,No Company,None,80,2024-08-01
806,Network Admin,Hired,"Anderson, Barrett and Shea",national,90,2024-03-05
807,UX Designer,Hired,Ortega LLC,national,90,2024-03-02
808,Data Analyst,Hired,Walker-Medina,startup,70,2025-05-29
809,Data Analyst,Not Hired,No Company,None,70,2024-02-17
810,Software Engineer,Hired,"Stone, Dominguez and Reed",national,80,2024-03-06
811,Network Admin,Not Hired,No Company,None,90,2024-11-24
812,Software Engineer,Hired,"Powell, Petersen and Townsend",national,90,2025-03-27
813,UX Designer,Hired,Kennedy-Cox,multinational,90,2025-03-22
814,UX Designer,Hired,"Bright, Cox and Keller",startup,80,2025-02-25
815,Network Admin,Hired,Gill-Patel,multinational,80,2025-05-06
816,Software Engineer,Hired,Velazquez-Rivera,national,70,2024-09-22
817,Data Analyst,Hired,Brown LLC,national,80,2023-08-16
818,Network Admin,Hired,Costa and Sons,startup,90,2024-02-06
819,Software Engineer,Hired,"Johnson, Lopez and Pratt",national,80,2024-06-30
820,Software Engineer,Hired,Webb-Martinez,national,90,2025-04-08
821,Data Analyst,Hired,"Campbell, Woodard and Schwartz",national,70,2025-01-22
822,UX Designer,Hired,Anderson-Monroe,national,90,2024-03-07
823,Network Admin,Hired,Owens LLC,multinational,80,2024-02-07
824,Network Admin,Hired,Brown-Rodriguez,national,70,2024-09-22
825,Software Engineer,Hired,Ramsey-Mueller,startup,90,2023-08-24
826,Network Admin,Hired,Johnson-Sharp,startup,70,2024-05-03
827,Data Analyst,Hired,Brown-Harris,national,90,2023-12-29
828,Data Analyst,Hired,Obrien-Gray,startup,90,2024-07-22
829,Software Engineer,Hired,Peters Ltd,multinational,70,2023-07-20
830,Software Engineer,Hired,White-Owens,multinational,80,2023-12-04
831,Software Engineer,Hired,Miller Ltd,startup,90,2024-03-25
832,Network Admin,Hired,"Johnson, Lee and Whitaker",multinational,80,2024-05-17
833,Network Admin,Hired,"Williams, Bond and Merritt",national,80,2024-09-22
834,Software Engineer,Hired,"Hines, Crosby and Boyle",startup,80,2025-04-24
835,Data Analyst,Hired,Sutton-Byrd,national,70,2025-05-02
836,Software Engineer,Hired,Smith Inc,national,80,2024-03-02
837,Network Admin,Hired,Long-Watson,startup,70,2024-05-22
838,Software Engineer,Hired,"Smith, Schaefer and Mitchell",multinational,70,2024-07-13
839,UX Designer,Hired,"Butler, Carson and Rios",national,70,2024-06-24
840,Network Admin,Hired,"Gill, Cummings and Vargas",startup,90,2023-09-08
841,Network Admin,Hired,Hudson Inc,multinational,80,2023-11-06
842,UX Designer,Hired,"Benson, Davis and Moore",startup,80,2023-07-02
843,UX Designer,Hired,Wood-Bentley,startup,70,2024-12-05
844,Software Engineer,Hired,Davis-White,multinational,70,2024-10-19
845,Data Analyst,Hired,Mcdonald-Fuentes,startup,90,2025-01-03
846,Network Admin,Hired,Harrell Group,multinational,80,2024-04-11
847,UX Designer,Hired,Wilson-Carter,multinational,70,2024-05-27
848,Network Admin,Hired,"Bartlett, Edwards and Carroll",startup,70,2025-06-15
849,Software Engineer,Hired,Stark Inc,startup,80,2024-04-09
850,Network Admin,Hired,"Perez, Collins and Barton",startup,70,2023-10-23
851,Data Analyst,Hired,"Williams, Zimmerman and Goodwin",multinational,70,2024-11-18
852,Data Analyst,Hired,Evans-Larsen,multinational,80,2023-08-09
853,Network Admin,Hired,Long LLC,startup,90,2023-12-28
854,Data Analyst,Hired,Murray LLC,multinational,80,2024-10-17
855,Software Engineer,Hired,Smith Ltd,multinational,70,2023-08-07
856,Network Admin,Not Hired,No Company,None,90,2024-09-24
857,UX Designer,Hired,"Solis, Lopez and Hughes",multinational,80,2023-10-10
858,UX Designer,Hired,"Parker, Oneill and Leonard",national,80,2023-09-08
859,Network Admin,Hired,Gardner-Thomas,startup,80,2024-12-28
860,Network Admin,Hired,Sanchez LLC,multinational,70,2024-12-12
861,Data Analyst,Not Hired,No Company,None,90,2023-12-29
862,UX Designer,Not Hired,No Company,None,70,2025-02-26
863,Software Engineer,Not Hired,No Company,None,70,2025-01-17
864,UX Designer,Hired,Brown-Torres,national,90,2025-04-27
865,UX Designer,Not Hired,No Company,None,80,2024-07-20
866,UX Designer,Not Hired,No Company,None,90,2025-01-24
867,Data Analyst,Not Hired,No Company,None,90,2024-07-30
868,Software Engineer,Hired,Lopez-Brown,national,90,2025-01-01
869,Network Admin,Hired,"Baker, Hall and Shaw",multinational,80,2024-06-08
870,Data Analyst,Hired,Coffey-Peters,startup,80,2025-02-26
871,Network Admin,Hired,"Hughes, Garcia and Herring",multinational,80,2023-06-20
872,Software Engineer,Hired,Harrison-Pacheco,national,80,2024-11-25
873,Data Analyst,Hired,"Snyder, Cortez and Brooks",startup,70,2024-02-18
874,Data Analyst,Hired,Pollard-Pineda,startup,80,2024-08-05
875,Data Analyst,Hired,Hamilton-Powell,national,70,2024-12-14
876,UX Designer,Hired,"Davis, Baker and Wall",startup,90,2024-12-30
877,Network Admin,Hired,Lozano-Stephenson,multinational,80,2024-12-24
878,Network Admin,Hired,Webster PLC,startup,90,2025-05-24
879,Software Engineer,Hired,Hamilton Group,startup,90,2023-08-27
880,Network Admin,Hired,Johnson-Payne,startup,90,2023-11-08
881,Data Analyst,Hired,Cochran Group,national,70,2023-09-27
882,Data Analyst,Hired,Mcintyre-Shaffer,multinational,70,2024-01-20
883,Software Engineer,Hired,Brown-Garcia,multinational,90,2024-06-09
884,UX Designer,Hired,Wilson-Barrett,startup,70,2025-03-05
885,Software Engineer,Hired,Robertson-Hardy,startup,70,2024-04-05
886,Data Analyst,Hired,"Daugherty, Wade and Brown",multinational,80,2024-12-12
887,Data Analyst,Hired,Lewis Group,startup,70,2024-04-28
888,Software Engineer,Hired,"Dudley, Parker and Hoover",startup,90,2025-05-09
889,Network Admin,Hired,"Benjamin, Clements and Patel",multinational,90,2025-04-25
890,Software Engineer,Hired,"Cochran, Schultz and Huffman",national,80,2024-03-12
891,Software Engineer,Hired,Williams LLC,multinational,70,2024-04-22
892,Software Engineer,Hired,"Wright, Chavez and Walton",national,90,2025-05-21
893,Data Analyst,Hired,"Friedman, Berry and Lynch",national,80,2025-01-15
894,Software Engineer,Hired,Thomas-Martinez,national,70,2023-11-20
895,Software Engineer,Hired,Morgan and Sons,national,80,2023-08-07
896,Software Engineer,Hired,"Woods, Cole and James",startup,90,2024-09-22
897,Network Admin,Hired,Willis Ltd,startup,80,2023-08-04
898,Software Engineer,Hired,Lambert LLC,national,70,2024-11-28
899,Software Engineer,Hired,Mendez LLC,multinational,70,2024-03-28
900,Network Admin,Hired,"Johnson, Dean and Hernandez",multinational,90,2025-01-27
901,Network Admin,Not Hired,No Company,None,80,2024-06-09
902,Data Analyst,Hired,Lopez Group,startup,80,2024-11-08
903,Software Engineer,Hired,"Coffey, Reynolds and Mason",multinational,80,2023-10-14
904,Software Engineer,Hired,"Johnson, Hampton and Wright",startup,80,2023-10-05
905,Network Admin,Hired,Price PLC,national,80,2024-07-13
906,UX Designer,Hired,Hughes Inc,national,80,2023-09-05
907,Network Admin,Hired,Bailey-Johnson,startup,70,2024-11-02
908,Network Admin,Hired,Lawrence-Lee,startup,90,2025-04-21
909,Network Admin,Hired,Carr-Taylor,multinational,70,2024-12-02
910,Software Engineer,Hired,Burton-Schmidt,multinational,80,2025-02-22
911,Network Admin,Hired,Hamilton and Sons,national,90,2024-08-21
912,Network Admin,Hired,Malone-Gonzales,startup,70,2025-01-31
913,Software Engineer,Hired,"Robinson, Ballard and Oliver",multinational,90,2023-08-08
914,Data Analyst,Hired,"Smith, Anderson and Jones",multinational,70,2025-02-03
915,Network Admin,Not Hired,No Company,None,80,2024-04-04
916,UX Designer,Hired,Harris-Holland,startup,90,2024-01-09
917,Data Analyst,Hired,Houston LLC,startup,70,2023-08-06
918,Network Admin,Hired,White LLC,multinational,70,2024-03-04
919,Network Admin,Hired,Pham-Kramer,multinational,80,2024-08-31
920,UX Designer,Hired,Elliott Group,national,80,2025-01-18
921,UX Designer,Hired,"Gomez, Perkins and Mendoza",multinational,70,2024-09-21
922,Software Engineer,Hired,Coleman Inc,multinational,80,2023-12-05
923,Software Engineer,Hired,Jones-Mullins,startup,80,2024-08-06
924,Data Analyst,Hired,Stokes-Blake,national,90,2025-03-09
925,Data Analyst,Hired,"Butler, Farmer and Collins",startup,70,2025-04-14
926,Network Admin,Hired,"Kent, Cobb and Melton",national,70,2024-01-20
927,Data Analyst,Hired,Chandler Inc,startup,90,2024-04-20
928,UX Designer,Hired,Luna PLC,multinational,80,2023-07-26
929,Network Admin,Hired,Hart and Sons,startup,90,2024-05-07
930,Software Engineer,Hired,Jones and Sons,startup,80,2023-10-19
931,Network Admin,Hired,"Griffin, Wells and Flowers",national,80,2023-07-19
932,Network Admin,Hired,Hammond-Hodges,startup,70,2024-02-26
933,Software Engineer,Hired,Johnson-Weaver,startup,90,2024-09-27
934,Data Analyst,Hired,"Collins, Ellis and Richardson",national,70,2023-12-24
935,Network Admin,Hired,Baker LLC,national,80,2023-11-26
936,Network Admin,Hired,"Booth, Coleman and Perkins",multinational,90,2023-09-03
937,Data Analyst,Hired,"Boyd, Alvarado and Solis",multinational,90,2025-04-25
938,Network Admin,Hired,Holt Group,multinational,90,2024-07-20
939,Network Admin,Hired,Giles and Sons,startup,70,2024-05-26
940,Data Analyst,Hired,Avila-Thompson,startup,80,2023-09-08
941,Network Admin,Hired,"Schwartz, Jensen and Gomez",multinational,70,2024-02-06
942,UX Designer,Hired,"Washington, Stevens and Woodward",multinational,70,2024-01-10
943,UX Designer,Hired,Willis PLC,multinational,70,2025-01-02
944,UX Designer,Hired,Jones-Flynn,multinational,80,2025-02-28
945,Software Engineer,Hired,"West, Carroll and Scott",national,90,2024-09-12
946,UX Designer,Hired,"Collins, Long and Ryan",multinational,80,2024-06-05
947,Data Analyst,Not Hired,No Company,None,70,2024-02-20
948,Data Analyst,Hired,Farley-Hudson,multinational,90,2023-12-03
949,UX Designer,Hired,Blair Group,national,80,2023-12-25
950,Software Engineer,Hired,"Ramos, Evans and Daniel",startup,70,2024-10-19
951,Network Admin,Hired,"Sutton, Williams and Rowe",startup,80,2024-04-18
952,UX Designer,Hired,"Dorsey, Payne and Horton",startup,80,2024-02-27
953,UX Designer,Hired,"Walker, Delacruz and Mercado",multinational,70,2025-06-12
954,Data Analyst,Hired,Tucker Inc,multinational,90,2023-10-19
955,Software Engineer,Hired,"Shields, Dominguez and Ruiz",national,90,2024-07-18
956,UX Designer,Hired,"Boyer, Benson and Russell",multinational,80,2024-01-25
957,Data Analyst,Hired,Moore-Wolfe,startup,80,2024-05-09
958,Network Admin,Hired,Park-Martin,multinational,90,2024-11-23
959,UX Designer,Hired,Matthews-Vargas,multinational,80,2023-07-08
960,Data Analyst,Hired,Johnson LLC,startup,70,2024-06-08
961,UX Designer,Hired,"Banks, Palmer and Matthews",startup,80,2024-05-22
962,Network Admin,Not Hired,No Company,None,80,2025-04-11
963,Data Analyst,Hired,"Jackson, Martinez and Jackson",national,90,2025-05-28
964,Network Admin,Not Hired,No Company,None,90,2024-01-15
965,Data Analyst,Hired,Smith-Brooks,multinational,80,2023-08-02
